category,image_name,fog_path,gt_path,mae,mse,psnr,ssim
cars,image0360.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0360.jpg,archive/cars/image0360.jpg,0.028221486136317253,0.0021099888253957033,26.757197937458326,0.8827577233314514
cars,image0370.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0370.jpg,archive/cars/image0370.jpg,0.028243757784366608,0.00168376334477216,27.737188754618135,0.8710812926292419
cars,image0380.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0380.jpg,archive/cars/image0380.jpg,0.2726083993911743,0.10352251678705215,9.84965258096702,0.4087359607219696
cars,image0390.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0390.jpg,archive/cars/image0390.jpg,0.02674294076859951,0.0019614805933088064,27.074161174717524,0.8740177154541016
cars,image0400.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0400.jpg,archive/cars/image0400.jpg,0.053641900420188904,0.0040672882460057735,23.906950224666236,0.8834726214408875
cars,image0410.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0410.jpg,archive/cars/image0410.jpg,0.04036093130707741,0.003850695677101612,24.144608143506694,0.7928741574287415
cars,image0420.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0420.jpg,archive/cars/image0420.jpg,0.04283222183585167,0.0031512510031461716,25.015168883266796,0.8270549774169922
cars,image0430.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0430.jpg,archive/cars/image0430.jpg,0.055852729827165604,0.004978412762284279,23.029091177388086,0.8943795561790466
cars,image0440.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0440.jpg,archive/cars/image0440.jpg,0.033191051334142685,0.0021047235932201147,26.76804968322744,0.8844403624534607
cars,image0450.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0450.jpg,archive/cars/image0450.jpg,0.022807372733950615,0.0009563951753079891,30.19362650371511,0.898357093334198
cars,image0460.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0460.jpg,archive/cars/image0460.jpg,0.043130699545145035,0.003397917142137885,24.687873232302465,0.7501449584960938
cars,image0470.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0470.jpg,archive/cars/image0470.jpg,0.024917853996157646,0.0012711912859231234,28.957891008035684,0.900799036026001
cars,image0480.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0480.jpg,archive/cars/image0480.jpg,0.040207359939813614,0.002755997469648719,25.59721171060754,0.831428050994873
cars,image0490.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0490.jpg,archive/cars/image0490.jpg,0.03205222263932228,0.0018829955952242017,27.251506628489963,0.8918313980102539
cars,image0500.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0500.jpg,archive/cars/image0500.jpg,0.10153346508741379,0.012407422997057438,19.06318328814164,0.9347308278083801
cars,image0510.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0510.jpg,archive/cars/image0510.jpg,0.046637728810310364,0.004275232553482056,23.69040319580387,0.6744019389152527
cars,image0520.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0520.jpg,archive/cars/image0520.jpg,0.050790250301361084,0.00428227661177516,23.683252783648353,0.5923343300819397
cars,image0530.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0530.jpg,archive/cars/image0530.jpg,0.015915995463728905,0.0018243504455313087,27.388916075025257,0.9139317870140076
cars,image0540.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0540.jpg,archive/cars/image0540.jpg,0.039428532123565674,0.003043193370103836,25.166704510360493,0.7867667078971863
cars,image0550.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0550.jpg,archive/cars/image0550.jpg,0.035302743315696716,0.0021732181776314974,26.62896574157042,0.8135396838188171
cars,image0560.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0560.jpg,archive/cars/image0560.jpg,0.027170227840542793,0.001654847408644855,27.812421396904952,0.8784274458885193
cars,image0570.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0570.jpg,archive/cars/image0570.jpg,0.03642774745821953,0.0025425914209336042,25.947234353245303,0.8096666932106018
cars,image0580.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0580.jpg,archive/cars/image0580.jpg,0.0294390469789505,0.0019337376579642296,27.136023700736768,0.8202477097511292
cars,image0590.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0590.jpg,archive/cars/image0590.jpg,0.06416378915309906,0.0066963373683393,21.74162708405296,0.731850802898407
cars,image0600.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0600.jpg,archive/cars/image0600.jpg,0.05809016153216362,0.005622733850032091,22.50052463731206,0.6868236660957336
